customer_id,CustomerID,Country
204,17884.0,United Kingdom
205,12557.0,Spain
206,14083.0,United Kingdom
207,13013.0,United Kingdom
208,14210.0,United Kingdom
209,16477.0,United Kingdom
210,12600.0,Germany
211,16013.0,United Kingdom
212,17949.0,United Kingdom
213,12779.0,Poland
214,16926.0,United Kingdom
215,17787.0,United Kingdom
216,12682.0,France
217,14723.0,United Kingdom
218,17954.0,United Kingdom
219,17819.0,United Kingdom
220,12712.0,Germany
221,15373.0,United Kingdom
222,16140.0,United Kingdom
223,17198.0,United Kingdom
224,17238.0,United Kingdom
225,12793.0,Portugal
226,15769.0,United Kingdom
227,14396.0,United Kingdom
228,14898.0,United Kingdom
229,12725.0,Italy
230,16725.0,United Kingdom
231,12395.0,Belgium
232,16455.0,United Kingdom
233,13081.0,United Kingdom
234,15545.0,United Kingdom
235,17243.0,United Kingdom
236,15465.0,United Kingdom
237,13089.0,United Kingdom
238,16033.0,United Kingdom
239,13838.0,United Kingdom
240,18055.0,United Kingdom
241,15038.0,United Kingdom
242,18109.0,United Kingdom
243,13069.0,United Kingdom
244,16241.0,United Kingdom
245,14800.0,United Kingdom
246,15708.0,United Kingdom
247,16839.0,United Kingdom
248,16168.0,United Kingdom
249,16931.0,United Kingdom
250,16814.0,United Kingdom
251,15351.0,United Kingdom
252,13269.0,United Kingdom
253,14813.0,United Kingdom
254,12567.0,France
255,17062.0,United Kingdom
256,15332.0,Lithuania
257,14810.0,United Kingdom
258,16353.0,United Kingdom
259,18118.0,United Kingdom
260,13831.0,United Kingdom
261,13506.0,United Kingdom
262,17796.0,United Kingdom
263,15716.0,United Kingdom
264,18156.0,United Kingdom
265,16983.0,United Kingdom
266,17059.0,United Kingdom
267,16327.0,United Kingdom
268,17211.0,United Kingdom
269,17026.0,United Kingdom
270,15570.0,United Kingdom
271,15880.0,United Kingdom
272,16718.0,United Kingdom
273,15808.0,United Kingdom
274,17858.0,United Kingdom
275,16393.0,United Kingdom
276,14527.0,United Kingdom
277,14161.0,United Kingdom
278,17863.0,United Kingdom
279,16411.0,United Kingdom
280,16402.0,United Kingdom
281,15023.0,United Kingdom
282,17402.0,United Kingdom
283,15426.0,United Kingdom
284,12647.0,Germany
285,15894.0,United Kingdom
286,15867.0,United Kingdom
287,12472.0,Germany
288,14506.0,United Kingdom
289,15555.0,United Kingdom
290,13034.0,United Kingdom
291,15889.0,United Kingdom
292,15953.0,United Kingdom
293,16143.0,United Kingdom
294,12720.0,Germany
295,16422.0,United Kingdom
296,12747.0,United Kingdom
297,15502.0,United Kingdom
298,12763.0,Japan
299,14081.0,United Kingdom
300,17965.0,United Kingdom
301,14404.0,United Kingdom
302,13579.0,United Kingdom
303,13174.0,United Kingdom
304,15987.0,United Kingdom
305,17677.0,United Kingdom
306,13652.0,United Kingdom
307,17428.0,United Kingdom
308,16858.0,United Kingdom
309,16161.0,United Kingdom
310,18219.0,United Kingdom
311,14293.0,United Kingdom
312,14748.0,United Kingdom
313,16638.0,United Kingdom
314,17674.0,United Kingdom
315,12808.0,Portugal
316,13094.0,United Kingdom
317,15899.0,United Kingdom
318,12708.0,Germany
319,15898.0,United Kingdom
320,14443.0,United Kingdom
321,17691.0,United Kingdom
322,17227.0,United Kingdom
323,15039.0,United Kingdom
324,15919.0,United Kingdom
325,13497.0,United Kingdom
326,15860.0,United Kingdom
327,14189.0,United Kingdom
328,15304.0,United Kingdom
329,14344.0,United Kingdom
330,16719.0,United Kingdom
331,15048.0,United Kingdom
332,15301.0,United Kingdom
333,14708.0,United Kingdom
334,16898.0,United Kingdom
335,14825.0,United Kingdom
336,18113.0,United Kingdom
337,17596.0,United Kingdom
338,15078.0,United Kingdom
339,14085.0,United Kingdom
340,17860.0,United Kingdom
341,13155.0,United Kingdom
342,15028.0,United Kingdom
343,16919.0,United Kingdom
344,17259.0,United Kingdom
345,17019.0,United Kingdom
346,16722.0,United Kingdom
347,15882.0,United Kingdom
348,14667.0,United Kingdom
349,16710.0,United Kingdom
350,15984.0,United Kingdom
351,14487.0,United Kingdom
352,17682.0,United Kingdom
353,16658.0,United Kingdom
354,16550.0,United Kingdom
355,17068.0,United Kingdom
356,15356.0,United Kingdom
357,17223.0,United Kingdom
358,16817.0,United Kingdom
359,13030.0,United Kingdom
360,17191.0,United Kingdom
361,15194.0,United Kingdom
362,14409.0,United Kingdom
363,16654.0,United Kingdom
364,13495.0,United Kingdom
365,17519.0,United Kingdom
366,17218.0,United Kingdom
367,17812.0,United Kingdom
368,14215.0,United Kingdom
369,15602.0,United Kingdom
370,17320.0,United Kingdom
371,12913.0,United Kingdom
372,17869.0,United Kingdom
373,13564.0,United Kingdom
374,13963.0,United Kingdom
375,17450.0,United Kingdom
376,17091.0,United Kingdom
377,17470.0,United Kingdom
378,17616.0,United Kingdom
379,15649.0,United Kingdom
380,12681.0,France
381,14907.0,United Kingdom
382,17735.0,United Kingdom
383,16059.0,United Kingdom
384,17720.0,United Kingdom
385,15018.0,United Kingdom
386,15838.0,United Kingdom
387,14733.0,United Kingdom
388,13756.0,United Kingdom
389,14176.0,United Kingdom
390,15353.0,United Kingdom
391,18119.0,United Kingdom
392,17491.0,United Kingdom
393,14282.0,United Kingdom
394,13569.0,United Kingdom
395,14673.0,United Kingdom
396,13488.0,United Kingdom
397,16221.0,United Kingdom
398,15002.0,United Kingdom
399,15965.0,United Kingdom
400,15024.0,United Kingdom
401,17675.0,United Kingdom
402,13769.0,United Kingdom
403,16904.0,United Kingdom
404,16086.0,United Kingdom
405,13786.0,United Kingdom
406,13880.0,United Kingdom
407,13173.0,United Kingdom
408,15858.0,United Kingdom
409,15180.0,United Kingdom
410,12347.0,Iceland
411,14739.0,United Kingdom
412,16293.0,United Kingdom
413,17419.0,United Kingdom
414,16775.0,United Kingdom
415,16306.0,United Kingdom
416,16950.0,United Kingdom
417,17591.0,United Kingdom
418,12839.0,United Kingdom
419,13807.0,United Kingdom
420,16125.0,United Kingdom
421,15081.0,United Kingdom
422,18102.0,United Kingdom
423,16365.0,United Kingdom
424,17870.0,United Kingdom
425,14821.0,United Kingdom
426,16863.0,United Kingdom
427,13078.0,United Kingdom
428,13267.0,United Kingdom
429,13050.0,United Kingdom
430,12709.0,Germany
431,15628.0,United Kingdom
432,12386.0,Australia
433,16779.0,United Kingdom
434,13599.0,United Kingdom
435,13329.0,United Kingdom
436,18077.0,United Kingdom
437,14744.0,United Kingdom
438,17406.0,United Kingdom
439,15750.0,United Kingdom
440,13983.0,United Kingdom
441,13842.0,United Kingdom
442,14796.0,United Kingdom
443,12441.0,France
444,13199.0,United Kingdom
445,14032.0,United Kingdom
446,17706.0,United Kingdom
447,16081.0,United Kingdom
448,16525.0,United Kingdom
449,17975.0,United Kingdom
450,16122.0,United Kingdom
451,13126.0,United Kingdom
452,15973.0,United Kingdom
453,16558.0,United Kingdom
454,16893.0,United Kingdom
455,15021.0,United Kingdom
456,15529.0,United Kingdom
457,15498.0,United Kingdom
458,18043.0,United Kingdom
459,16016.0,United Kingdom
460,17722.0,United Kingdom
461,17324.0,United Kingdom
462,17341.0,United Kingdom
463,14051.0,United Kingdom
464,16233.0,United Kingdom
465,16385.0,United Kingdom
466,15032.0,United Kingdom
467,16713.0,United Kingdom
468,17213.0,United Kingdom
469,18061.0,United Kingdom
470,15916.0,United Kingdom
471,15221.0,United Kingdom
472,13455.0,United Kingdom
473,13113.0,United Kingdom
474,14217.0,United Kingdom
475,17262.0,United Kingdom
476,18259.0,United Kingdom
477,17676.0,United Kingdom
478,16679.0,United Kingdom
479,18269.0,United Kingdom
480,12766.0,Portugal
481,15298.0,United Kingdom
482,13523.0,United Kingdom
483,15005.0,United Kingdom
484,15581.0,United Kingdom
485,15680.0,United Kingdom
486,13649.0,United Kingdom
487,17894.0,United Kingdom
488,13270.0,United Kingdom
489,14866.0,United Kingdom
490,13077.0,United Kingdom
491,13531.0,United Kingdom
492,13848.0,United Kingdom
493,13140.0,United Kingdom
494,15713.0,United Kingdom
495,17999.0,United Kingdom
496,15347.0,United Kingdom
497,14766.0,United Kingdom
498,17340.0,United Kingdom
499,13984.0,United Kingdom
500,15996.0,United Kingdom
501,14030.0,United Kingdom
502,16596.0,United Kingdom
503,16700.0,United Kingdom
504,16011.0,United Kingdom
505,17655.0,United Kingdom
506,16717.0,United Kingdom
507,14243.0,United Kingdom
508,12963.0,United Kingdom
509,15079.0,United Kingdom
510,14437.0,United Kingdom
511,12942.0,United Kingdom
512,15660.0,United Kingdom
513,18092.0,United Kingdom
514,15358.0,United Kingdom
515,13319.0,United Kingdom
516,12481.0,Germany
517,12621.0,Germany
518,14299.0,United Kingdom
519,18071.0,United Kingdom
520,12683.0,France
521,12755.0,Japan
522,13854.0,United Kingdom
523,12797.0,Portugal
524,16782.0,United Kingdom
525,13369.0,United Kingdom
526,12494.0,France
527,17857.0,United Kingdom
528,14932.0,Channel Islands
529,12429.0,Denmark
530,14987.0,United Kingdom
531,14355.0,United Kingdom
532,17526.0,United Kingdom
533,14896.0,United Kingdom
534,14440.0,United Kingdom
535,13240.0,United Kingdom
536,14479.0,United Kingdom
537,16065.0,United Kingdom
538,17430.0,United Kingdom
539,16520.0,United Kingdom
540,15945.0,United Kingdom
541,15856.0,United Kingdom
542,13102.0,United Kingdom
543,15271.0,United Kingdom
544,13982.0,United Kingdom
545,15288.0,United Kingdom
546,17978.0,United Kingdom
547,16795.0,United Kingdom
548,16519.0,United Kingdom
549,17816.0,United Kingdom
550,16255.0,United Kingdom
551,17671.0,United Kingdom
552,17646.0,United Kingdom
553,12872.0,United Kingdom
554,17339.0,United Kingdom
555,17097.0,Spain
556,15192.0,United Kingdom
557,15380.0,United Kingdom
558,17950.0,United Kingdom
559,12826.0,United Kingdom
560,17456.0,United Kingdom
561,15811.0,United Kingdom
562,13327.0,United Kingdom
563,18225.0,United Kingdom
564,15211.0,United Kingdom
565,15596.0,United Kingdom
566,16163.0,United Kingdom
567,16907.0,United Kingdom
568,17576.0,United Kingdom
569,14713.0,United Kingdom
570,14702.0,United Kingdom
571,13230.0,United Kingdom
572,13969.0,United Kingdom
573,17530.0,United Kingdom
574,15805.0,United Kingdom
575,12471.0,Germany
576,17696.0,United Kingdom
577,17076.0,United Kingdom
578,17827.0,United Kingdom
579,16265.0,United Kingdom
580,17880.0,United Kingdom
581,13000.0,United Kingdom
582,16499.0,United Kingdom
583,17790.0,United Kingdom
584,12731.0,France
585,14419.0,United Kingdom
586,14082.0,United Kingdom
587,17912.0,United Kingdom
588,15723.0,United Kingdom
589,16656.0,United Kingdom
590,14037.0,United Kingdom
591,14256.0,United Kingdom
592,14543.0,United Kingdom
593,16062.0,United Kingdom
594,18116.0,United Kingdom
595,16019.0,United Kingdom
596,18178.0,United Kingdom
597,18065.0,United Kingdom
598,14952.0,United Kingdom
599,13148.0,United Kingdom
600,12989.0,United Kingdom
601,14107.0,United Kingdom
602,15881.0,United Kingdom
603,12785.0,Portugal
604,16727.0,United Kingdom
605,15514.0,United Kingdom
606,13787.0,United Kingdom
607,17865.0,United Kingdom
608,17220.0,United Kingdom
609,16565.0,United Kingdom
610,16873.0,United Kingdom
611,14062.0,United Kingdom
612,18016.0,United Kingdom
613,14448.0,United Kingdom
614,15503.0,United Kingdom
615,17251.0,United Kingdom
616,16923.0,United Kingdom
617,14159.0,United Kingdom
618,14577.0,United Kingdom
619,17126.0,United Kingdom
620,12753.0,Japan
621,17236.0,United Kingdom
622,17372.0,United Kingdom
623,16367.0,United Kingdom
624,12875.0,United Kingdom
625,17917.0,United Kingdom
626,16010.0,United Kingdom
627,17085.0,United Kingdom
628,15224.0,United Kingdom
629,13668.0,United Kingdom
630,14684.0,United Kingdom
631,17188.0,United Kingdom
632,15547.0,United Kingdom
633,15998.0,United Kingdom
634,14413.0,United Kingdom
635,18004.0,United Kingdom
636,13959.0,United Kingdom
637,16665.0,United Kingdom
638,15454.0,United Kingdom
639,15044.0,United Kingdom
640,17937.0,United Kingdom
641,14608.0,United Kingdom
642,17618.0,United Kingdom
643,14505.0,United Kingdom
644,18037.0,United Kingdom
645,13198.0,United Kingdom
646,12540.0,Spain
647,13225.0,United Kingdom
648,15361.0,United Kingdom
649,15689.0,United Kingdom
650,14290.0,United Kingdom
651,13209.0,United Kingdom
652,13999.0,United Kingdom
653,14498.0,United Kingdom
654,15854.0,United Kingdom
655,16701.0,United Kingdom
656,16927.0,United Kingdom
657,17990.0,United Kingdom
658,14544.0,United Kingdom
659,17338.0,United Kingdom
660,17799.0,United Kingdom
661,14565.0,United Kingdom
662,16726.0,United Kingdom
663,17303.0,United Kingdom
664,14639.0,United Kingdom
665,17611.0,United Kingdom
666,17231.0,United Kingdom
667,17179.0,United Kingdom
668,17524.0,United Kingdom
669,12476.0,Germany
670,17293.0,United Kingdom
671,17890.0,United Kingdom
672,17375.0,United Kingdom
673,17371.0,United Kingdom
674,17969.0,United Kingdom
675,14625.0,United Kingdom
676,15159.0,United Kingdom
677,13211.0,United Kingdom
678,15777.0,United Kingdom
679,14525.0,United Kingdom
680,13324.0,United Kingdom
681,13948.0,United Kingdom
682,16202.0,United Kingdom
683,16442.0,United Kingdom
684,18075.0,United Kingdom
685,14524.0,United Kingdom
686,14961.0,United Kingdom
687,17041.0,United Kingdom
688,16458.0,United Kingdom
689,16083.0,United Kingdom
690,17194.0,United Kingdom
691,14057.0,United Kingdom
692,14871.0,United Kingdom
693,13178.0,United Kingdom
694,18044.0,United Kingdom
695,16812.0,United Kingdom
696,16191.0,United Kingdom
697,12370.0,Cyprus
698,14298.0,United Kingdom
699,17158.0,United Kingdom
700,16899.0,United Kingdom
701,16531.0,United Kingdom
702,17404.0,Sweden
703,14415.0,United Kingdom
704,16556.0,United Kingdom
705,16805.0,United Kingdom
706,16503.0,United Kingdom
707,16553.0,United Kingdom
708,17739.0,United Kingdom
709,13238.0,United Kingdom
710,12829.0,United Kingdom
711,13097.0,United Kingdom
712,15392.0,United Kingdom
713,13846.0,United Kingdom
714,12867.0,United Kingdom
715,14401.0,United Kingdom
716,16145.0,United Kingdom
717,17629.0,United Kingdom
718,14150.0,United Kingdom
719,13496.0,United Kingdom
720,13611.0,United Kingdom
721,16954.0,United Kingdom
722,17454.0,United Kingdom
723,17449.0,United Kingdom
724,13295.0,United Kingdom
725,17230.0,United Kingdom
726,15384.0,United Kingdom
727,15950.0,United Kingdom
728,15512.0,United Kingdom
729,17525.0,United Kingdom
730,13458.0,United Kingdom
731,16003.0,United Kingdom
732,13092.0,United Kingdom
733,13426.0,United Kingdom
734,15101.0,United Kingdom
735,17033.0,United Kingdom
736,13221.0,United Kingdom
737,14201.0,United Kingdom
738,17692.0,United Kingdom
739,15822.0,United Kingdom
740,16134.0,United Kingdom
741,17551.0,United Kingdom
742,18050.0,United Kingdom
743,14913.0,United Kingdom
744,15641.0,United Kingdom
745,13124.0,United Kingdom
746,17214.0,United Kingdom
747,15456.0,United Kingdom
748,15062.0,United Kingdom
749,12928.0,United Kingdom
750,15727.0,United Kingdom
751,17980.0,United Kingdom
752,15290.0,United Kingdom
753,17752.0,United Kingdom
754,15615.0,United Kingdom
755,12577.0,France
756,17189.0,United Kingdom
757,17496.0,United Kingdom
758,16607.0,United Kingdom
759,13317.0,United Kingdom
760,13890.0,United Kingdom
761,17001.0,United Kingdom
762,15246.0,United Kingdom
763,15482.0,United Kingdom
764,13021.0,United Kingdom
765,16037.0,United Kingdom
766,14841.0,United Kingdom
767,16670.0,United Kingdom
768,16985.0,United Kingdom
769,16705.0,United Kingdom
770,14414.0,United Kingdom
771,15563.0,United Kingdom
772,12980.0,United Kingdom
773,16746.0,United Kingdom
774,16470.0,United Kingdom
775,14878.0,United Kingdom
776,16743.0,United Kingdom
777,17146.0,United Kingdom
778,12877.0,United Kingdom
779,15394.0,United Kingdom
780,14621.0,United Kingdom
781,15379.0,United Kingdom
782,14309.0,United Kingdom
783,17288.0,United Kingdom
784,14709.0,United Kingdom
785,15157.0,United Kingdom
786,17744.0,United Kingdom
787,16316.0,United Kingdom
788,15620.0,United Kingdom
789,15789.0,United Kingdom
790,16560.0,United Kingdom
791,13534.0,United Kingdom
792,17580.0,United Kingdom
793,15759.0,United Kingdom
794,14373.0,United Kingdom
795,18176.0,United Kingdom
796,14092.0,United Kingdom
797,15366.0,United Kingdom
798,14735.0,United Kingdom
799,16271.0,United Kingdom
800,18223.0,United Kingdom
801,15532.0,United Kingdom
802,16816.0,United Kingdom
803,16684.0,United Kingdom
804,14334.0,United Kingdom
805,16945.0,United Kingdom
806,14643.0,United Kingdom
807,15197.0,United Kingdom
808,14220.0,United Kingdom
809,13874.0,United Kingdom
810,18260.0,United Kingdom
811,17848.0,United Kingdom
812,17392.0,United Kingdom
813,12348.0,Finland
814,14985.0,United Kingdom
815,13004.0,United Kingdom
816,14560.0,United Kingdom
817,12370.0,Austria
818,12931.0,United Kingdom
819,13627.0,United Kingdom
820,12551.0,Spain
821,12782.0,Portugal
822,14769.0,United Kingdom
823,15780.0,United Kingdom
824,12417.0,Belgium
825,17315.0,United Kingdom
826,16711.0,United Kingdom
827,12726.0,France
828,15204.0,United Kingdom
829,17888.0,United Kingdom
830,17007.0,United Kingdom
831,15160.0,United Kingdom
832,14016.0,EIRE
833,13033.0,United Kingdom
834,12691.0,France
835,13869.0,United Kingdom
836,14146.0,United Kingdom
837,12705.0,Germany
838,16885.0,United Kingdom
839,17913.0,United Kingdom
840,12668.0,Germany
841,14472.0,United Kingdom
842,17358.0,United Kingdom
843,16686.0,United Kingdom
844,18245.0,United Kingdom
845,17343.0,United Kingdom
846,16153.0,United Kingdom
847,12377.0,Switzerland
848,14646.0,Netherlands
849,12944.0,United Kingdom
850,15279.0,United Kingdom
851,14099.0,United Kingdom
852,12721.0,France
853,13104.0,United Kingdom
854,14113.0,United Kingdom
855,13027.0,United Kingdom
856,15312.0,United Kingdom
857,17621.0,United Kingdom
858,17090.0,United Kingdom
859,15527.0,United Kingdom
860,18097.0,United Kingdom
861,15460.0,United Kingdom
862,15034.0,United Kingdom
863,12423.0,Belgium
864,12678.0,France
865,15208.0,United Kingdom
866,16996.0,United Kingdom
867,17306.0,United Kingdom
868,14737.0,United Kingdom
869,13029.0,United Kingdom
870,16270.0,United Kingdom
871,13487.0,United Kingdom
872,12515.0,Italy
873,17400.0,United Kingdom
874,17593.0,United Kingdom
875,13953.0,United Kingdom
876,14533.0,United Kingdom
877,12734.0,France
878,14532.0,United Kingdom
879,12383.0,Belgium
880,15562.0,United Kingdom
881,15587.0,United Kingdom
882,13922.0,United Kingdom
883,13817.0,Germany
884,12585.0,Germany
885,13165.0,United Kingdom
886,13304.0,United Kingdom
887,13313.0,United Kingdom
888,16875.0,United Kingdom
889,16282.0,United Kingdom
890,12957.0,United Kingdom
891,14462.0,United Kingdom
892,13397.0,United Kingdom
893,13680.0,United Kingdom
894,12483.0,Sweden
895,15164.0,United Kingdom
896,17457.0,United Kingdom
897,14732.0,United Kingdom
898,14221.0,United Kingdom
899,14553.0,United Kingdom
900,13253.0,United Kingdom
901,15841.0,United Kingdom
902,16112.0,United Kingdom
903,13629.0,United Kingdom
904,16600.0,United Kingdom
905,15661.0,United Kingdom
906,16532.0,United Kingdom
907,15266.0,United Kingdom
908,14653.0,United Kingdom
909,16771.0,United Kingdom
910,17585.0,United Kingdom
911,15046.0,United Kingdom
912,13082.0,United Kingdom
913,15464.0,United Kingdom
914,18226.0,United Kingdom
915,18062.0,United Kingdom
916,12415.0,Australia
917,17368.0,United Kingdom
918,14618.0,United Kingdom
919,14258.0,United Kingdom
920,15719.0,United Kingdom
921,13368.0,United Kingdom
922,17634.0,United Kingdom
923,16676.0,United Kingdom
924,18283.0,United Kingdom
925,12735.0,France
926,13764.0,United Kingdom
927,13656.0,United Kingdom
928,12413.0,France
929,14312.0,United Kingdom
930,13280.0,United Kingdom
931,15845.0,United Kingdom
932,13187.0,United Kingdom
933,16567.0,United Kingdom
934,14828.0,United Kingdom
935,12530.0,Germany
936,16551.0,United Kingdom
937,16889.0,United Kingdom
938,16473.0,United Kingdom
939,13750.0,United Kingdom
940,12501.0,Germany
941,15607.0,United Kingdom
942,15139.0,United Kingdom
943,12489.0,France
944,17707.0,United Kingdom
945,18198.0,United Kingdom
946,12484.0,Spain
947,18179.0,United Kingdom
948,17284.0,United Kingdom
949,13233.0,United Kingdom
950,14889.0,United Kingdom
951,12480.0,Germany
952,14672.0,United Kingdom
953,13593.0,United Kingdom
954,14867.0,United Kingdom
955,13162.0,United Kingdom
956,13183.0,United Kingdom
957,17095.0,United Kingdom
958,12939.0,United Kingdom
959,15611.0,United Kingdom
960,17114.0,United Kingdom
961,15059.0,United Kingdom
962,16326.0,United Kingdom
963,17128.0,United Kingdom
964,14761.0,United Kingdom
965,17555.0,United Kingdom
966,12651.0,France
967,16735.0,United Kingdom
968,16833.0,United Kingdom
969,17800.0,United Kingdom
970,16748.0,United Kingdom
971,14755.0,United Kingdom
972,16549.0,United Kingdom
973,13565.0,United Kingdom
974,15799.0,United Kingdom
975,18032.0,United Kingdom
976,13451.0,United Kingdom
977,14794.0,United Kingdom
978,12539.0,Spain
979,16350.0,United Kingdom
980,12500.0,Germany
981,18171.0,United Kingdom
982,12524.0,Germany
983,17811.0,United Kingdom
984,16850.0,United Kingdom
985,14321.0,United Kingdom
986,15326.0,United Kingdom
987,17849.0,United Kingdom
988,14229.0,United Kingdom
989,13107.0,United Kingdom
990,16497.0,United Kingdom
991,16303.0,United Kingdom
992,15281.0,United Kingdom
993,12736.0,France
994,13473.0,United Kingdom
995,14320.0,United Kingdom
996,12393.0,Australia
997,17742.0,United Kingdom
998,16351.0,United Kingdom
999,12601.0,Germany
1000,13144.0,United Kingdom
1001,15346.0,United Kingdom
1002,15370.0,United Kingdom
1003,12643.0,France
1004,16034.0,United Kingdom
1005,17365.0,United Kingdom
1006,15189.0,United Kingdom
1007,14669.0,United Kingdom
1008,18095.0,United Kingdom
1009,15749.0,United Kingdom
1010,15518.0,United Kingdom
1011,14209.0,United Kingdom
1012,16042.0,United Kingdom
1013,15569.0,United Kingdom
1014,12728.0,France
1015,13672.0,United Kingdom
1016,17569.0,United Kingdom
