date_id,InvoiceDate,Year,Month,Day,Hour
67,2010-12-01 13:33:00,2010,12,1,13
68,2010-12-01 13:38:00,2010,12,1,13
69,2010-12-01 13:45:00,2010,12,1,13
70,2010-12-01 13:51:00,2010,12,1,13
71,2010-12-01 13:54:00,2010,12,1,13
72,2010-12-01 14:03:00,2010,12,1,14
73,2010-12-01 14:05:00,2010,12,1,14
74,2010-12-01 14:11:00,2010,12,1,14
75,2010-12-01 14:34:00,2010,12,1,14
76,2010-12-01 14:38:00,2010,12,1,14
77,2010-12-01 14:41:00,2010,12,1,14
78,2010-12-01 14:54:00,2010,12,1,14
79,2010-12-01 15:00:00,2010,12,1,15
80,2010-12-01 15:06:00,2010,12,1,15
81,2010-12-01 15:08:00,2010,12,1,15
82,2010-12-01 15:21:00,2010,12,1,15
83,2010-12-01 15:27:00,2010,12,1,15
84,2010-12-01 15:28:00,2010,12,1,15
85,2010-12-01 15:35:00,2010,12,1,15
86,2010-12-01 15:37:00,2010,12,1,15
87,2010-12-01 15:40:00,2010,12,1,15
88,2010-12-01 15:45:00,2010,12,1,15
89,2010-12-01 15:46:00,2010,12,1,15
90,2010-12-01 16:01:00,2010,12,1,16
91,2010-12-01 16:11:00,2010,12,1,16
92,2010-12-01 16:13:00,2010,12,1,16
93,2010-12-01 16:15:00,2010,12,1,16
94,2010-12-01 16:16:00,2010,12,1,16
95,2010-12-01 16:17:00,2010,12,1,16
96,2010-12-01 16:19:00,2010,12,1,16
97,2010-12-01 16:21:00,2010,12,1,16
98,2010-12-01 16:22:00,2010,12,1,16
99,2010-12-01 16:24:00,2010,12,1,16
100,2010-12-01 16:25:00,2010,12,1,16
101,2010-12-01 16:33:00,2010,12,1,16
102,2010-12-01 16:49:00,2010,12,1,16
103,2010-12-01 16:52:00,2010,12,1,16
104,2010-12-01 16:57:00,2010,12,1,16
105,2010-12-01 16:58:00,2010,12,1,16
106,2010-12-01 17:15:00,2010,12,1,17
107,2010-12-01 17:22:00,2010,12,1,17
108,2010-12-01 17:24:00,2010,12,1,17
109,2010-12-01 17:35:00,2010,12,1,17
110,2010-12-02 07:48:00,2010,12,2,7
111,2010-12-02 07:49:00,2010,12,2,7
112,2010-12-02 08:32:00,2010,12,2,8
113,2010-12-02 08:33:00,2010,12,2,8
114,2010-12-02 08:34:00,2010,12,2,8
115,2010-12-02 08:40:00,2010,12,2,8
116,2010-12-02 08:43:00,2010,12,2,8
117,2010-12-02 08:52:00,2010,12,2,8
118,2010-12-02 09:29:00,2010,12,2,9
119,2010-12-02 09:37:00,2010,12,2,9
120,2010-12-02 09:41:00,2010,12,2,9
121,2010-12-02 09:42:00,2010,12,2,9
122,2010-12-02 09:43:00,2010,12,2,9
123,2010-12-02 09:44:00,2010,12,2,9
124,2010-12-02 10:09:00,2010,12,2,10
125,2010-12-02 10:10:00,2010,12,2,10
126,2010-12-02 10:17:00,2010,12,2,10
127,2010-12-02 10:18:00,2010,12,2,10
128,2010-12-02 10:27:00,2010,12,2,10
129,2010-12-02 10:35:00,2010,12,2,10
130,2010-12-02 10:39:00,2010,12,2,10
131,2010-12-02 10:45:00,2010,12,2,10
132,2010-12-02 10:46:00,2010,12,2,10
133,2010-12-02 10:53:00,2010,12,2,10
134,2010-12-02 10:54:00,2010,12,2,10
135,2010-12-02 10:55:00,2010,12,2,10
136,2010-12-02 10:56:00,2010,12,2,10
137,2010-12-02 10:58:00,2010,12,2,10
138,2010-12-02 11:02:00,2010,12,2,11
139,2010-12-02 11:20:00,2010,12,2,11
140,2010-12-02 11:21:00,2010,12,2,11
141,2010-12-02 11:22:00,2010,12,2,11
142,2010-12-02 11:23:00,2010,12,2,11
143,2010-12-02 11:35:00,2010,12,2,11
144,2010-12-02 11:41:00,2010,12,2,11
145,2010-12-02 11:45:00,2010,12,2,11
146,2010-12-02 11:46:00,2010,12,2,11
147,2010-12-02 11:57:00,2010,12,2,11
148,2010-12-02 12:07:00,2010,12,2,12
149,2010-12-02 12:09:00,2010,12,2,12
150,2010-12-02 12:10:00,2010,12,2,12
151,2010-12-02 12:11:00,2010,12,2,12
152,2010-12-02 12:16:00,2010,12,2,12
153,2010-12-02 12:18:00,2010,12,2,12
154,2010-12-02 12:22:00,2010,12,2,12
155,2010-12-02 12:23:00,2010,12,2,12
156,2010-12-02 12:24:00,2010,12,2,12
157,2010-12-02 12:25:00,2010,12,2,12
158,2010-12-02 12:26:00,2010,12,2,12
159,2010-12-02 12:28:00,2010,12,2,12
160,2010-12-02 12:33:00,2010,12,2,12
161,2010-12-02 12:47:00,2010,12,2,12
162,2010-12-02 12:50:00,2010,12,2,12
163,2010-12-02 12:58:00,2010,12,2,12
164,2010-12-02 12:59:00,2010,12,2,12
165,2010-12-02 13:06:00,2010,12,2,13
166,2010-12-02 13:08:00,2010,12,2,13
167,2010-12-02 13:11:00,2010,12,2,13
168,2010-12-02 13:14:00,2010,12,2,13
169,2010-12-02 13:32:00,2010,12,2,13
170,2010-12-02 13:36:00,2010,12,2,13
171,2010-12-02 13:38:00,2010,12,2,13
172,2010-12-02 13:39:00,2010,12,2,13
173,2010-12-02 13:44:00,2010,12,2,13
174,2010-12-02 13:45:00,2010,12,2,13
175,2010-12-02 13:49:00,2010,12,2,13
176,2010-12-02 14:04:00,2010,12,2,14
177,2010-12-02 14:05:00,2010,12,2,14
178,2010-12-02 14:06:00,2010,12,2,14
179,2010-12-02 14:07:00,2010,12,2,14
180,2010-12-02 14:09:00,2010,12,2,14
181,2010-12-02 14:26:00,2010,12,2,14
182,2010-12-02 14:30:00,2010,12,2,14
183,2010-12-02 14:40:00,2010,12,2,14
184,2010-12-02 14:42:00,2010,12,2,14
185,2010-12-02 14:47:00,2010,12,2,14
186,2010-12-02 14:49:00,2010,12,2,14
187,2010-12-02 15:00:00,2010,12,2,15
188,2010-12-02 15:03:00,2010,12,2,15
189,2010-12-02 15:08:00,2010,12,2,15
190,2010-12-02 15:14:00,2010,12,2,15
191,2010-12-02 15:18:00,2010,12,2,15
192,2010-12-02 15:19:00,2010,12,2,15
193,2010-12-02 15:20:00,2010,12,2,15
194,2010-12-02 15:22:00,2010,12,2,15
195,2010-12-02 15:23:00,2010,12,2,15
196,2010-12-02 15:24:00,2010,12,2,15
197,2010-12-02 15:25:00,2010,12,2,15
198,2010-12-02 15:26:00,2010,12,2,15
199,2010-12-02 15:27:00,2010,12,2,15
200,2010-12-02 15:28:00,2010,12,2,15
201,2010-12-02 15:39:00,2010,12,2,15
202,2010-12-02 15:40:00,2010,12,2,15
203,2010-12-02 15:46:00,2010,12,2,15
204,2010-12-02 15:49:00,2010,12,2,15
205,2010-12-02 15:55:00,2010,12,2,15
206,2010-12-02 16:00:00,2010,12,2,16
207,2010-12-02 16:12:00,2010,12,2,16
208,2010-12-02 16:29:00,2010,12,2,16
209,2010-12-02 16:33:00,2010,12,2,16
210,2010-12-02 16:34:00,2010,12,2,16
211,2010-12-02 16:38:00,2010,12,2,16
212,2010-12-02 16:42:00,2010,12,2,16
213,2010-12-02 16:46:00,2010,12,2,16
214,2010-12-02 16:48:00,2010,12,2,16
215,2010-12-02 16:50:00,2010,12,2,16
216,2010-12-02 16:51:00,2010,12,2,16
217,2010-12-02 16:59:00,2010,12,2,16
218,2010-12-02 17:12:00,2010,12,2,17
219,2010-12-02 17:17:00,2010,12,2,17
220,2010-12-02 17:22:00,2010,12,2,17
221,2010-12-02 17:24:00,2010,12,2,17
222,2010-12-02 17:38:00,2010,12,2,17
223,2010-12-02 17:40:00,2010,12,2,17
224,2010-12-02 17:41:00,2010,12,2,17
225,2010-12-02 17:48:00,2010,12,2,17
226,2010-12-02 17:51:00,2010,12,2,17
227,2010-12-02 18:06:00,2010,12,2,18
228,2010-12-02 18:08:00,2010,12,2,18
229,2010-12-02 18:15:00,2010,12,2,18
230,2010-12-02 18:23:00,2010,12,2,18
231,2010-12-02 18:25:00,2010,12,2,18
232,2010-12-02 18:27:00,2010,12,2,18
233,2010-12-02 18:45:00,2010,12,2,18
234,2010-12-02 18:46:00,2010,12,2,18
235,2010-12-02 18:49:00,2010,12,2,18
236,2010-12-02 19:18:00,2010,12,2,19
237,2010-12-02 19:59:00,2010,12,2,19
238,2010-12-03 09:31:00,2010,12,3,9
239,2010-12-03 09:39:00,2010,12,3,9
240,2010-12-03 09:45:00,2010,12,3,9
241,2010-12-03 09:49:00,2010,12,3,9
242,2010-12-03 09:51:00,2010,12,3,9
243,2010-12-03 10:26:00,2010,12,3,10
244,2010-12-03 10:33:00,2010,12,3,10
245,2010-12-03 10:36:00,2010,12,3,10
246,2010-12-03 10:43:00,2010,12,3,10
247,2010-12-03 10:44:00,2010,12,3,10
248,2010-12-03 11:19:00,2010,12,3,11
249,2010-12-03 11:35:00,2010,12,3,11
250,2010-12-03 11:42:00,2010,12,3,11
251,2010-12-03 11:48:00,2010,12,3,11
252,2010-12-03 12:05:00,2010,12,3,12
253,2010-12-03 12:11:00,2010,12,3,12
254,2010-12-03 12:20:00,2010,12,3,12
255,2010-12-03 12:24:00,2010,12,3,12
256,2010-12-03 12:28:00,2010,12,3,12
257,2010-12-03 12:29:00,2010,12,3,12
258,2010-12-03 12:41:00,2010,12,3,12
259,2010-12-03 12:43:00,2010,12,3,12
260,2010-12-03 12:48:00,2010,12,3,12
261,2010-12-03 12:57:00,2010,12,3,12
262,2010-12-03 13:09:00,2010,12,3,13
263,2010-12-03 13:10:00,2010,12,3,13
264,2010-12-03 13:12:00,2010,12,3,13
265,2010-12-03 13:40:00,2010,12,3,13
266,2010-12-03 13:42:00,2010,12,3,13
267,2010-12-03 13:43:00,2010,12,3,13
268,2010-12-03 13:59:00,2010,12,3,13
269,2010-12-03 14:04:00,2010,12,3,14
270,2010-12-03 14:18:00,2010,12,3,14
271,2010-12-03 14:26:00,2010,12,3,14
272,2010-12-03 14:30:00,2010,12,3,14
273,2010-12-03 14:35:00,2010,12,3,14
274,2010-12-03 14:40:00,2010,12,3,14
275,2010-12-03 14:54:00,2010,12,3,14
276,2010-12-03 15:05:00,2010,12,3,15
277,2010-12-03 15:10:00,2010,12,3,15
278,2010-12-03 15:14:00,2010,12,3,15
279,2010-12-03 15:16:00,2010,12,3,15
280,2010-12-03 15:19:00,2010,12,3,15
281,2010-12-03 15:25:00,2010,12,3,15
282,2010-12-03 15:45:00,2010,12,3,15
283,2010-12-03 16:02:00,2010,12,3,16
284,2010-12-03 16:35:00,2010,12,3,16
285,2010-12-03 16:44:00,2010,12,3,16
286,2010-12-03 16:45:00,2010,12,3,16
287,2010-12-03 17:20:00,2010,12,3,17
288,2010-12-03 17:21:00,2010,12,3,17
289,2010-12-03 17:28:00,2010,12,3,17
290,2010-12-05 10:03:00,2010,12,5,10
291,2010-12-05 10:12:00,2010,12,5,10
292,2010-12-05 10:27:00,2010,12,5,10
293,2010-12-05 10:36:00,2010,12,5,10
294,2010-12-05 10:45:00,2010,12,5,10
295,2010-12-05 10:52:00,2010,12,5,10
296,2010-12-05 10:54:00,2010,12,5,10
297,2010-12-05 10:58:00,2010,12,5,10
298,2010-12-05 11:02:00,2010,12,5,11
299,2010-12-05 11:03:00,2010,12,5,11
300,2010-12-05 11:04:00,2010,12,5,11
301,2010-12-05 11:10:00,2010,12,5,11
302,2010-12-05 11:12:00,2010,12,5,11
303,2010-12-05 11:15:00,2010,12,5,11
304,2010-12-05 11:38:00,2010,12,5,11
305,2010-12-05 11:40:00,2010,12,5,11
306,2010-12-05 11:45:00,2010,12,5,11
307,2010-12-05 11:49:00,2010,12,5,11
308,2010-12-05 11:51:00,2010,12,5,11
309,2010-12-05 11:54:00,2010,12,5,11
310,2010-12-05 11:57:00,2010,12,5,11
311,2010-12-05 11:59:00,2010,12,5,11
312,2010-12-05 12:00:00,2010,12,5,12
313,2010-12-05 12:01:00,2010,12,5,12
314,2010-12-05 12:02:00,2010,12,5,12
315,2010-12-05 12:08:00,2010,12,5,12
316,2010-12-05 12:09:00,2010,12,5,12
317,2010-12-05 12:13:00,2010,12,5,12
318,2010-12-05 12:15:00,2010,12,5,12
319,2010-12-05 12:23:00,2010,12,5,12
320,2010-12-05 12:26:00,2010,12,5,12
321,2010-12-05 12:29:00,2010,12,5,12
322,2010-12-05 12:34:00,2010,12,5,12
323,2010-12-05 12:35:00,2010,12,5,12
324,2010-12-05 12:42:00,2010,12,5,12
325,2010-12-05 12:43:00,2010,12,5,12
326,2010-12-05 12:44:00,2010,12,5,12
327,2010-12-05 12:47:00,2010,12,5,12
328,2010-12-05 12:53:00,2010,12,5,12
329,2010-12-05 12:57:00,2010,12,5,12
330,2010-12-05 13:00:00,2010,12,5,13
331,2010-12-05 13:03:00,2010,12,5,13
332,2010-12-05 13:05:00,2010,12,5,13
333,2010-12-05 13:08:00,2010,12,5,13
334,2010-12-05 13:10:00,2010,12,5,13
335,2010-12-05 13:17:00,2010,12,5,13
336,2010-12-05 13:18:00,2010,12,5,13
337,2010-12-05 13:21:00,2010,12,5,13
338,2010-12-05 13:26:00,2010,12,5,13
339,2010-12-05 13:29:00,2010,12,5,13
340,2010-12-05 13:42:00,2010,12,5,13
341,2010-12-05 13:49:00,2010,12,5,13
342,2010-12-05 13:53:00,2010,12,5,13
343,2010-12-05 13:55:00,2010,12,5,13
344,2010-12-05 14:02:00,2010,12,5,14
345,2010-12-05 14:03:00,2010,12,5,14
346,2010-12-05 14:06:00,2010,12,5,14
347,2010-12-05 14:17:00,2010,12,5,14
348,2010-12-05 14:19:00,2010,12,5,14
349,2010-12-05 14:25:00,2010,12,5,14
350,2010-12-05 14:45:00,2010,12,5,14
351,2010-12-05 14:52:00,2010,12,5,14
352,2010-12-05 15:02:00,2010,12,5,15
353,2010-12-05 15:06:00,2010,12,5,15
354,2010-12-05 15:12:00,2010,12,5,15
355,2010-12-05 15:15:00,2010,12,5,15
356,2010-12-05 15:18:00,2010,12,5,15
357,2010-12-05 15:21:00,2010,12,5,15
358,2010-12-05 15:26:00,2010,12,5,15
359,2010-12-05 15:35:00,2010,12,5,15
360,2010-12-05 15:38:00,2010,12,5,15
361,2010-12-05 15:40:00,2010,12,5,15
362,2010-12-05 15:46:00,2010,12,5,15
363,2010-12-05 15:47:00,2010,12,5,15
364,2010-12-05 15:54:00,2010,12,5,15
365,2010-12-05 16:00:00,2010,12,5,16
366,2010-12-05 16:10:00,2010,12,5,16
367,2010-12-05 16:24:00,2010,12,5,16
368,2010-12-05 16:41:00,2010,12,5,16
369,2010-12-06 08:34:00,2010,12,6,8
370,2010-12-06 08:42:00,2010,12,6,8
371,2010-12-06 08:43:00,2010,12,6,8
372,2010-12-06 08:44:00,2010,12,6,8
373,2010-12-06 09:21:00,2010,12,6,9
374,2010-12-06 09:37:00,2010,12,6,9
375,2010-12-06 09:45:00,2010,12,6,9
376,2010-12-06 09:52:00,2010,12,6,9
377,2010-12-06 10:03:00,2010,12,6,10
378,2010-12-06 10:05:00,2010,12,6,10
379,2010-12-06 10:18:00,2010,12,6,10
380,2010-12-06 10:19:00,2010,12,6,10
381,2010-12-06 10:20:00,2010,12,6,10
382,2010-12-06 10:24:00,2010,12,6,10
383,2010-12-06 10:27:00,2010,12,6,10
384,2010-12-06 10:34:00,2010,12,6,10
385,2010-12-06 10:36:00,2010,12,6,10
386,2010-12-06 10:38:00,2010,12,6,10
387,2010-12-06 10:43:00,2010,12,6,10
388,2010-12-06 11:01:00,2010,12,6,11
389,2010-12-06 11:03:00,2010,12,6,11
390,2010-12-06 11:06:00,2010,12,6,11
391,2010-12-06 11:10:00,2010,12,6,11
392,2010-12-06 11:16:00,2010,12,6,11
393,2010-12-06 11:26:00,2010,12,6,11
394,2010-12-06 11:37:00,2010,12,6,11
395,2010-12-06 11:38:00,2010,12,6,11
396,2010-12-06 11:42:00,2010,12,6,11
397,2010-12-06 11:58:00,2010,12,6,11
398,2010-12-06 12:06:00,2010,12,6,12
399,2010-12-06 12:15:00,2010,12,6,12
400,2010-12-06 12:21:00,2010,12,6,12
401,2010-12-06 12:23:00,2010,12,6,12
402,2010-12-06 12:30:00,2010,12,6,12
403,2010-12-06 12:31:00,2010,12,6,12
404,2010-12-06 12:34:00,2010,12,6,12
405,2010-12-06 12:38:00,2010,12,6,12
406,2010-12-06 12:39:00,2010,12,6,12
407,2010-12-06 12:40:00,2010,12,6,12
408,2010-12-06 12:41:00,2010,12,6,12
409,2010-12-06 12:44:00,2010,12,6,12
410,2010-12-06 12:47:00,2010,12,6,12
411,2010-12-06 12:52:00,2010,12,6,12
412,2010-12-06 12:55:00,2010,12,6,12
413,2010-12-06 12:59:00,2010,12,6,12
414,2010-12-06 13:01:00,2010,12,6,13
415,2010-12-06 13:06:00,2010,12,6,13
416,2010-12-06 13:12:00,2010,12,6,13
417,2010-12-06 13:13:00,2010,12,6,13
418,2010-12-06 13:21:00,2010,12,6,13
419,2010-12-06 13:22:00,2010,12,6,13
420,2010-12-06 13:32:00,2010,12,6,13
421,2010-12-06 13:34:00,2010,12,6,13
422,2010-12-06 13:35:00,2010,12,6,13
423,2010-12-06 13:41:00,2010,12,6,13
424,2010-12-06 13:47:00,2010,12,6,13
425,2010-12-06 13:53:00,2010,12,6,13
426,2010-12-06 13:58:00,2010,12,6,13
427,2010-12-06 13:59:00,2010,12,6,13
428,2010-12-06 14:00:00,2010,12,6,14
429,2010-12-06 14:05:00,2010,12,6,14
430,2010-12-06 14:08:00,2010,12,6,14
431,2010-12-06 14:19:00,2010,12,6,14
432,2010-12-06 14:31:00,2010,12,6,14
433,2010-12-06 14:36:00,2010,12,6,14
434,2010-12-06 14:43:00,2010,12,6,14
435,2010-12-06 14:46:00,2010,12,6,14
436,2010-12-06 14:51:00,2010,12,6,14
437,2010-12-06 14:55:00,2010,12,6,14
438,2010-12-06 15:00:00,2010,12,6,15
439,2010-12-06 15:03:00,2010,12,6,15
440,2010-12-06 15:06:00,2010,12,6,15
441,2010-12-06 15:09:00,2010,12,6,15
442,2010-12-06 15:13:00,2010,12,6,15
443,2010-12-06 15:14:00,2010,12,6,15
444,2010-12-06 15:18:00,2010,12,6,15
445,2010-12-06 15:25:00,2010,12,6,15
446,2010-12-06 15:27:00,2010,12,6,15
447,2010-12-06 15:34:00,2010,12,6,15
448,2010-12-06 15:35:00,2010,12,6,15
449,2010-12-06 15:38:00,2010,12,6,15
450,2010-12-06 15:54:00,2010,12,6,15
451,2010-12-06 16:36:00,2010,12,6,16
452,2010-12-06 16:58:00,2010,12,6,16
453,2010-12-06 17:16:00,2010,12,6,17
454,2010-12-06 17:26:00,2010,12,6,17
455,2010-12-07 09:13:00,2010,12,7,9
456,2010-12-07 09:21:00,2010,12,7,9
457,2010-12-07 09:23:00,2010,12,7,9
458,2010-12-07 09:43:00,2010,12,7,9
459,2010-12-07 09:51:00,2010,12,7,9
460,2010-12-07 09:55:00,2010,12,7,9
461,2010-12-07 09:57:00,2010,12,7,9
462,2010-12-07 10:04:00,2010,12,7,10
463,2010-12-07 10:06:00,2010,12,7,10
464,2010-12-07 10:08:00,2010,12,7,10
465,2010-12-07 10:14:00,2010,12,7,10
466,2010-12-07 10:32:00,2010,12,7,10
467,2010-12-07 10:36:00,2010,12,7,10
468,2010-12-07 10:43:00,2010,12,7,10
469,2010-12-07 10:47:00,2010,12,7,10
470,2010-12-07 10:51:00,2010,12,7,10
471,2010-12-07 11:11:00,2010,12,7,11
472,2010-12-07 11:26:00,2010,12,7,11
473,2010-12-07 11:30:00,2010,12,7,11
474,2010-12-07 11:33:00,2010,12,7,11
475,2010-12-07 11:41:00,2010,12,7,11
476,2010-12-07 11:45:00,2010,12,7,11
477,2010-12-07 11:49:00,2010,12,7,11
478,2010-12-07 11:59:00,2010,12,7,11
479,2010-12-07 12:18:00,2010,12,7,12
480,2010-12-07 12:21:00,2010,12,7,12
481,2010-12-07 12:28:00,2010,12,7,12
482,2010-12-07 12:29:00,2010,12,7,12
483,2010-12-07 12:37:00,2010,12,7,12
484,2010-12-07 12:43:00,2010,12,7,12
485,2010-12-07 12:49:00,2010,12,7,12
486,2010-12-07 13:01:00,2010,12,7,13
487,2010-12-07 13:13:00,2010,12,7,13
488,2010-12-07 13:16:00,2010,12,7,13
489,2010-12-07 13:18:00,2010,12,7,13
490,2010-12-07 13:20:00,2010,12,7,13
491,2010-12-07 13:22:00,2010,12,7,13
492,2010-12-07 13:28:00,2010,12,7,13
493,2010-12-07 13:29:00,2010,12,7,13
494,2010-12-07 13:30:00,2010,12,7,13
495,2010-12-07 13:45:00,2010,12,7,13
496,2010-12-07 13:50:00,2010,12,7,13
497,2010-12-07 13:53:00,2010,12,7,13
498,2010-12-07 14:00:00,2010,12,7,14
499,2010-12-07 14:30:00,2010,12,7,14
500,2010-12-07 14:31:00,2010,12,7,14
501,2010-12-07 14:41:00,2010,12,7,14
502,2010-12-07 14:57:00,2010,12,7,14
503,2010-12-07 14:58:00,2010,12,7,14
504,2010-12-07 15:02:00,2010,12,7,15
505,2010-12-07 15:03:00,2010,12,7,15
506,2010-12-07 15:04:00,2010,12,7,15
507,2010-12-07 15:15:00,2010,12,7,15
508,2010-12-07 15:18:00,2010,12,7,15
509,2010-12-07 15:20:00,2010,12,7,15
510,2010-12-07 15:39:00,2010,12,7,15
511,2010-12-07 15:48:00,2010,12,7,15
512,2010-12-07 15:54:00,2010,12,7,15
513,2010-12-07 16:20:00,2010,12,7,16
514,2010-12-07 16:42:00,2010,12,7,16
515,2010-12-07 16:43:00,2010,12,7,16
516,2010-12-07 17:05:00,2010,12,7,17
517,2010-12-07 17:19:00,2010,12,7,17
518,2010-12-08 08:12:00,2010,12,8,8
519,2010-12-08 08:43:00,2010,12,8,8
520,2010-12-08 08:58:00,2010,12,8,8
521,2010-12-08 09:07:00,2010,12,8,9
522,2010-12-08 09:20:00,2010,12,8,9
523,2010-12-08 09:30:00,2010,12,8,9
524,2010-12-08 09:49:00,2010,12,8,9
525,2010-12-08 09:51:00,2010,12,8,9
526,2010-12-08 09:53:00,2010,12,8,9
527,2010-12-08 09:56:00,2010,12,8,9
528,2010-12-08 10:11:00,2010,12,8,10
529,2010-12-08 10:13:00,2010,12,8,10
530,2010-12-08 10:14:00,2010,12,8,10
531,2010-12-08 10:21:00,2010,12,8,10
532,2010-12-08 10:35:00,2010,12,8,10
533,2010-12-08 10:36:00,2010,12,8,10
534,2010-12-08 10:38:00,2010,12,8,10
535,2010-12-08 10:39:00,2010,12,8,10
536,2010-12-08 10:40:00,2010,12,8,10
537,2010-12-08 10:45:00,2010,12,8,10
538,2010-12-08 10:46:00,2010,12,8,10
539,2010-12-08 10:51:00,2010,12,8,10
540,2010-12-08 10:53:00,2010,12,8,10
541,2010-12-08 11:02:00,2010,12,8,11
542,2010-12-08 11:04:00,2010,12,8,11
543,2010-12-08 11:16:00,2010,12,8,11
544,2010-12-08 11:31:00,2010,12,8,11
545,2010-12-08 11:38:00,2010,12,8,11
546,2010-12-08 11:41:00,2010,12,8,11
547,2010-12-08 11:42:00,2010,12,8,11
548,2010-12-08 11:43:00,2010,12,8,11
549,2010-12-08 12:01:00,2010,12,8,12
550,2010-12-08 12:06:00,2010,12,8,12
551,2010-12-08 12:08:00,2010,12,8,12
552,2010-12-08 12:09:00,2010,12,8,12
553,2010-12-08 12:11:00,2010,12,8,12
554,2010-12-08 12:17:00,2010,12,8,12
555,2010-12-08 12:24:00,2010,12,8,12
556,2010-12-08 12:29:00,2010,12,8,12
557,2010-12-08 12:35:00,2010,12,8,12
558,2010-12-08 12:36:00,2010,12,8,12
559,2010-12-08 12:40:00,2010,12,8,12
560,2010-12-08 12:41:00,2010,12,8,12
561,2010-12-08 12:45:00,2010,12,8,12
562,2010-12-08 12:46:00,2010,12,8,12
563,2010-12-08 12:49:00,2010,12,8,12
564,2010-12-08 12:51:00,2010,12,8,12
565,2010-12-08 12:56:00,2010,12,8,12
566,2010-12-08 12:57:00,2010,12,8,12
567,2010-12-08 13:01:00,2010,12,8,13
568,2010-12-08 13:03:00,2010,12,8,13
569,2010-12-08 13:07:00,2010,12,8,13
570,2010-12-08 13:08:00,2010,12,8,13
571,2010-12-08 13:11:00,2010,12,8,13
572,2010-12-08 13:14:00,2010,12,8,13
573,2010-12-08 13:17:00,2010,12,8,13
574,2010-12-08 13:21:00,2010,12,8,13
575,2010-12-08 13:23:00,2010,12,8,13
576,2010-12-08 13:28:00,2010,12,8,13
577,2010-12-08 13:30:00,2010,12,8,13
578,2010-12-08 13:38:00,2010,12,8,13
579,2010-12-08 13:49:00,2010,12,8,13
580,2010-12-08 13:51:00,2010,12,8,13
581,2010-12-08 13:53:00,2010,12,8,13
